,no_6,value_6,no_5,value_5,no_4,value_4,no_3,value_3,winning_tickets,winnings
11-07-2019,0.0,0.0,55.0,234124.0,2360.0,339368.0,44394.0,1065456.0,46809.0,1638948.0
09-07-2019,0.0,0.0,85.0,214149.0,3609.0,129924.0,53207.0,1276968.0,56901.0,1621041.0
06-07-2019,0.0,0.0,29.0,258917.80000000002,2156.0,524770.4,42865.0,1028760.0,45050.0,1812448.2000000002
04-07-2019,0.0,0.0,22.0,181381.2,1616.0,322230.4,31921.0,766104.0,33559.0,1269715.6
02-07-2019,1.0,3564486.9,28.0,211036.0,1706.0,455843.19999999995,33767.0,810408.0,35502.0,5041774.1
29-06-2019,0.0,0.0,64.0,255878.4,3187.0,279181.19999999995,52345.0,1256280.0,55596.0,1791339.6
27-06-2019,0.0,0.0,50.0,181185.0,2329.0,174675.0,38018.0,912432.0,40397.0,1268292.0
25-06-2019,1.0,14479253.0,67.0,328762.3,3352.0,514867.19999999995,60742.0,1457808.0,64162.0,16780690.5
22-06-2019,0.0,0.0,61.0,383543.60000000003,3528.0,709833.6,66323.0,1591752.0,69912.0,2685129.2
20-06-2019,0.0,0.0,45.0,234270.0,2482.0,368577.0,43218.0,1037232.0,45745.0,1640079.0
18-06-2019,0.0,0.0,40.0,289068.0,2793.0,475647.9,52456.0,1258944.0,55289.0,2023659.9
15-06-2019,0.0,0.0,48.0,320702.4,3279.0,483980.39999999997,60018.0,1440432.0,63345.0,2245114.8
13-06-2019,0.0,0.0,34.0,230598.2,1976.0,466928.80000000005,38195.0,916680.0,40205.0,1614207.0
11-06-2019,0.0,0.0,43.0,219914.9,2195.0,342639.5,40709.0,977016.0,42947.0,1539570.4
08-06-2019,0.0,0.0,51.0,263772.0,2539.0,420966.2,48406.0,1161744.0,50996.0,1846482.2
06-06-2019,0.0,0.0,43.0,181670.69999999998,1928.0,256231.2,34745.0,833880.0,36716.0,1271781.9
04-06-2019,0.0,0.0,55.0,180312.0,1812.0,246069.60000000003,34830.0,835920.0,36697.0,1262301.6
01-06-2019,2.0,5521123.4,49.0,317716.0,2689.0,697526.6,50370.0,1208880.0,53110.0,7745246.0
30-05-2019,0.0,0.0,59.0,221073.0,2396.0,312198.80000000005,42261.0,1014264.0,44716.0,1547535.8
28-05-2019,0.0,0.0,24.0,206167.19999999998,1764.0,435355.2,33406.0,801744.0,35194.0,1443266.4
25-05-2019,0.0,0.0,40.0,258888.0,2401.0,539744.8,42240.0,1013760.0,44681.0,1812392.8
23-05-2019,1.0,18504558.2,84.0,422553.6,4701.0,548606.7000000001,82780.0,1986720.0,87566.0,21462438.5
21-05-2019,0.0,0.0,96.0,376022.4,4655.0,435708.0,75866.0,1820784.0,80617.0,2632514.4
18-05-2019,0.0,0.0,63.0,423744.30000000005,3557.0,960745.7000000001,65914.0,1581936.0,69534.0,2966426.0
16-05-2019,0.0,0.0,58.0,340007.6,3073.0,633959.9,58592.0,1406208.0,61723.0,2380175.5
14-05-2019,0.0,0.0,77.0,322052.5,3536.0,460033.6,61358.0,1472592.0,64971.0,2254678.1
11-05-2019,0.0,0.0,70.0,378364.0,3594.0,656623.7999999999,67235.0,1613640.0,70899.0,2648627.8
09-05-2019,0.0,0.0,33.0,245645.4,2278.0,464028.6,42080.0,1009920.0,44391.0,1719594.0
07-05-2019,0.0,0.0,61.0,231861.0,2747.0,294478.4,45705.0,1096920.0,48513.0,1623259.4
04-05-2019,0.0,0.0,57.0,221684.4,3047.0,184343.5,47749.0,1145976.0,50853.0,1552003.9
02-05-2019,0.0,0.0,51.0,186930.30000000002,2253.0,202319.4,38310.0,919440.0,40614.0,1308689.7
30-04-2019,0.0,0.0,40.0,215632.0,1719.0,489227.4,33525.0,804600.0,35284.0,1509459.4
27-04-2019,1.0,3326581.2,65.0,265382.0,3073.0,309143.8,53467.0,1283208.0,56606.0,5184315.0
25-04-2019,0.0,0.0,36.0,187261.19999999998,1798.0,295771.0,34492.0,827808.0,36326.0,1310840.2
23-04-2019,0.0,0.0,27.0,152196.3,1501.0,237608.30000000002,28153.0,675672.0,29681.0,1065476.6
20-04-2019,1.0,18268513.3,88.0,461419.19999999995,4528.0,777910.4,82942.0,1990608.0,87559.0,21498450.9
18-04-2019,0.0,0.0,66.0,381097.2,3550.0,667400.0,67472.0,1619328.0,71088.0,2667825.2
16-04-2019,0.0,0.0,60.0,359976.0,3630.0,472625.99999999994,70311.0,1687464.0,74001.0,2520066.0
13-04-2019,0.0,0.0,42.0,391566.0,3251.0,920683.2,59543.0,1429032.0,62836.0,2741281.2
11-04-2019,0.0,0.0,57.0,296234.7,2781.0,575945.1,50068.0,1201632.0,52906.0,2073811.8
09-04-2019,0.0,0.0,61.0,255925.5,2651.0,409579.5,46920.0,1126080.0,49632.0,1791585.0
06-04-2019,0.0,0.0,55.0,308143.0,2941.0,524674.4,55180.0,1324320.0,58176.0,2157137.4
04-04-2019,0.0,0.0,47.0,219485.3,2125.0,398650.0,38268.0,918432.0,40440.0,1536567.3
02-04-2019,0.0,0.0,58.0,211056.2,2975.0,120190.0,47762.0,1146288.0,50795.0,1477534.2
30-03-2019,0.0,0.0,44.0,252784.40000000002,2219.0,493061.8,42652.0,1023648.0,44915.0,1769494.2
28-03-2019,0.0,0.0,36.0,183888.0,1753.0,285037.8,34101.0,818424.0,35890.0,1287349.8
26-03-2019,1.0,4806823.6,46.0,227318.19999999998,2369.0,309154.5,43954.0,1054896.0,46370.0,6398192.3
23-03-2019,0.0,0.0,48.0,270657.6,2741.0,449249.9,48955.0,1174920.0,51744.0,1894827.5
21-03-2019,0.0,0.0,27.0,187990.2,1513.0,434231.0,28908.0,693792.0,30448.0,1316013.2
19-03-2019,0.0,0.0,35.0,188009.5,1737.0,348094.8,32504.0,780096.0,34276.0,1316200.3
16-03-2019,1.0,2554010.5,57.0,270807.0,3009.0,404710.5,50848.0,1220352.0,53915.0,4449880.0
14-03-2019,0.0,0.0,35.0,193560.5,2080.0,237952.0,38478.0,923472.0,40593.0,1354984.5
12-03-2019,1.0,9793759.5,63.0,315321.30000000005,3458.0,389716.60000000003,62594.0,1502256.0,66116.0,12001053.4
09-03-2019,0.0,0.0,49.0,349972.7,3296.0,631843.2,61166.0,1467984.0,64511.0,2449799.9
07-03-2019,0.0,0.0,33.0,246440.69999999998,2508.0,468996.0,42076.0,1009824.0,44617.0,1725260.7
05-03-2019,0.0,0.0,49.0,226095.8,2582.0,309581.8,43629.0,1047096.0,46260.0,1582773.6
02-03-2019,0.0,0.0,57.0,268059.60000000003,2677.0,408510.2,49995.0,1199880.0,52729.0,1876449.8
28-02-2019,0.0,0.0,29.0,187009.40000000002,1690.0,334620.0,32810.0,787440.0,34529.0,1309069.4
26-02-2019,0.0,0.0,27.0,187795.8,1740.0,350784.0,32336.0,776064.0,34103.0,1314643.8
23-02-2019,2.0,2000000.0,81.0,246053.69999999998,3319.0,141721.30000000002,55620.0,1334880.0,59022.0,3722655.0
21-02-2019,1.0,3626052.4,71.0,212503.0,2149.0,335673.8,39140.0,939360.0,41361.0,5113589.199999999
19-02-2019,0.0,0.0,40.0,200324.0,2181.0,271752.6,38763.0,930312.0,40984.0,1402388.6
16-02-2019,0.0,0.0,44.0,246461.59999999998,2451.0,399022.80000000005,44995.0,1079880.0,47490.0,1725364.4
14-02-2019,1.0,6280741.2,60.0,255233.99999999997,2543.0,409677.3,46740.0,1121760.0,49344.0,8067412.5
12-02-2019,0.0,0.0,49.0,231544.59999999998,2848.0,229548.8,48328.0,1159872.0,51225.0,1620965.4
09-02-2019,0.0,0.0,61.0,286260.8,3040.0,400064.0,54899.0,1317576.0,58000.0,2003900.8
07-02-2019,0.0,0.0,24.0,186530.40000000002,1498.0,430225.6,28707.0,688968.0,30229.0,1305724.0
05-02-2019,0.0,0.0,23.0,182387.69999999998,1463.0,427049.69999999995,27803.0,667272.0,29289.0,1276709.4
02-02-2019,1.0,6570451.5,55.0,323477.0,3351.0,502314.9,59939.0,1438536.0,63346.0,8834779.4
31-01-2019,0.0,0.0,38.0,227312.19999999998,2309.0,371056.3,41376.0,993024.0,43723.0,1591392.5
29-01-2019,0.0,0.0,54.0,212727.6,2334.0,269810.39999999997,41948.0,1006752.0,44336.0,1489290.0
26-01-2019,0.0,0.0,42.0,251895.0,2336.0,478646.4,43030.0,1032720.0,45408.0,1763261.4
24-01-2019,0.0,0.0,33.0,179223.0,1841.0,281857.1,33065.0,793560.0,34939.0,1254640.1
22-01-2019,1.0,3640153.5,36.0,211532.4,1803.0,451110.6,34089.0,818136.0,35929.0,5120932.5
19-01-2019,0.0,0.0,41.0,260366.4,2381.0,510962.6,43802.0,1051248.0,46224.0,1822577.0
17-01-2019,0.0,0.0,36.0,189950.4,2078.0,225463.0,38096.0,914304.0,40210.0,1329717.4
15-01-2019,2.0,6741159.4,34.0,246085.2,2272.0,408278.39999999997,44512.0,1068288.0,46820.0,8463811.0
12-01-2019,0.0,0.0,62.0,313211.60000000003,3480.0,453444.00000000006,59423.0,1426152.0,62965.0,2192807.6
10-01-2019,0.0,0.0,40.0,215968.0,1989.0,409932.89999999997,36919.0,886056.0,38948.0,1511956.9
08-01-2019,0.0,0.0,38.0,196995.80000000002,2073.0,289805.4,37180.0,892320.0,39291.0,1379121.2000000002
05-01-2019,0.0,0.0,56.0,253416.80000000002,2561.0,331137.30000000005,49560.0,1189440.0,52177.0,1773994.1
03-01-2019,1.0,11156585.0,68.0,310039.19999999995,3129.0,527236.5,55549.0,1333176.0,58747.0,13327036.7
01-01-2019,0.0,0.0,58.0,346985.0,3054.0,677377.2000000001,58523.0,1404552.0,61635.0,2428914.2
29-12-2018,0.0,0.0,107.0,389009.2,4458.0,430197.0,79331.0,1903944.0,83896.0,2723150.2
27-12-2018,0.0,0.0,34.0,205013.2,1868.0,340910.0,37053.0,889272.0,38955.0,1435195.2
25-12-2018,0.0,0.0,34.0,279748.6,2496.0,560601.6,46580.0,1117920.0,49110.0,1958270.2
22-12-2018,0.0,0.0,41.0,296553.0,2470.0,660231.0,46631.0,1119144.0,49142.0,2075928.0
20-12-2018,0.0,0.0,46.0,201130.4,1980.0,330462.0,36515.0,876360.0,38541.0,1407952.4
18-12-2018,1.0,6776075.3,40.0,266848.0,2191.0,579519.5,42572.0,1021728.0,44804.0,8644170.8
15-12-2018,0.0,0.0,61.0,300376.2,3276.0,389188.8,58886.0,1413264.0,62223.0,2102829.0
13-12-2018,0.0,0.0,44.0,217549.2,2370.0,293169.0,42177.0,1012248.0,44591.0,1522966.2
11-12-2018,0.0,0.0,30.0,201729.0,2170.0,266259.0,39340.0,944160.0,41540.0,1412148.0
08-12-2018,0.0,0.0,38.0,245521.80000000002,1946.0,553053.2,38340.0,920160.0,40324.0,1718735.0
06-12-2018,1.0,2000000.0,46.0,198697.0,2135.0,249581.5,39281.0,942744.0,41463.0,3391022.5
04-12-2018,1.0,18032508.7,79.0,422065.4,3605.0,904494.5,67836.0,1628064.0,71521.0,20987132.599999998
01-12-2018,0.0,0.0,62.0,427651.2,3880.0,767852.0,74922.0,1798128.0,78864.0,2993631.2
29-11-2018,0.0,0.0,70.0,328363.0,3609.0,526192.2000000001,60180.0,1444320.0,63859.0,2298875.2
27-11-2018,0.0,0.0,71.0,323454.7,3265.0,559294.5,57568.0,1381632.0,60904.0,2264381.2
24-11-2018,0.0,0.0,58.0,361392.19999999995,3211.0,674952.2,62236.0,1493664.0,65505.0,2530008.4
22-11-2018,0.0,0.0,39.0,254607.59999999998,2726.0,356015.6,48824.0,1171776.0,51589.0,1782399.2
20-11-2018,0.0,0.0,77.0,237860.69999999998,3510.0,141453.0,53580.0,1285920.0,57167.0,1665233.7
17-11-2018,0.0,0.0,61.0,299571.0,2717.0,610238.2,49472.0,1187328.0,52250.0,2097137.2
15-11-2018,0.0,0.0,28.0,206987.19999999998,1851.0,405183.9,34866.0,836784.0,36745.0,1448955.1
13-11-2018,0.0,0.0,25.0,163855.0,1340.0,382972.0,25011.0,600264.0,26376.0,1147091.0
10-11-2018,0.0,0.0,45.0,252864.0,2227.0,493280.5,42664.0,1023936.0,44936.0,1770080.5
08-11-2018,1.0,2000000.0,23.0,180315.4,1988.0,224842.8,35715.0,857160.0,37727.0,3262318.1999999997
06-11-2018,1.0,7643216.1,77.0,268345.0,3283.0,246553.3,56820.0,1363680.0,60181.0,9521794.399999999
03-11-2018,0.0,0.0,48.0,305044.80000000005,3504.0,340939.2,62064.0,1489536.0,65616.0,2135520.0
01-11-2018,0.0,0.0,49.0,175870.8,2085.0,196824.0,35769.0,858456.0,37903.0,1231150.8
30-10-2018,0.0,0.0,40.0,210668.0,2350.0,264610.0,41646.0,999504.0,44036.0,1474782.0
27-10-2018,0.0,0.0,45.0,256513.5,2279.0,541262.5,41581.0,997944.0,43905.0,1795720.0
25-10-2018,0.0,0.0,21.0,173241.6,1568.0,368009.6,27981.0,671544.0,29570.0,1212795.2
23-10-2018,1.0,3466283.2,29.0,191205.7,2062.0,271153.0,36509.0,876216.0,38601.0,4804857.9
20-10-2018,0.0,0.0,80.0,262392.0,3207.0,310758.30000000005,52657.0,1263768.0,55944.0,1836918.3
18-10-2018,0.0,0.0,44.0,176642.4,2204.0,253460.0,33603.0,806472.0,35851.0,1236574.4
16-10-2018,1.0,3539917.2,30.0,205488.0,1932.0,364568.39999999997,36186.0,868464.0,38149.0,4978437.6
13-10-2018,0.0,0.0,61.0,259811.19999999998,3100.0,251409.99999999997,54485.0,1307640.0,57646.0,1818861.2
11-10-2018,0.0,0.0,24.0,178329.59999999998,1609.0,337407.3,30525.0,732600.0,32158.0,1248336.9
09-10-2018,2.0,2359696.4,47.0,190467.5,2443.0,149023.0,41409.0,993816.0,43901.0,3693002.9
06-10-2018,0.0,0.0,51.0,238572.9,2450.0,328790.0,45946.0,1102704.0,48447.0,1670066.9
04-10-2018,1.0,2000000.0,29.0,177227.7,1818.0,234158.40000000002,34555.0,829320.0,36403.0,3240706.1
02-10-2018,0.0,0.0,24.0,177720.0,1519.0,341775.0,30190.0,724560.0,31733.0,1244055.0
29-09-2018,2.0,10065014.4,170.0,370141.00000000006,5130.0,364230.0,77361.0,1856664.0,82663.0,12656049.4
27-09-2018,0.0,0.0,39.0,261951.3,2740.0,455662.00000000006,46512.0,1116288.0,49291.0,1833901.3
25-09-2018,0.0,0.0,48.0,241521.59999999998,2317.0,374658.89999999997,44775.0,1074600.0,47140.0,1690780.5
22-09-2018,0.0,0.0,78.0,309168.6,3591.0,405064.8,60418.0,1450032.0,64087.0,2164265.4
20-09-2018,0.0,0.0,67.0,204812.30000000002,3219.0,115884.0,48378.0,1161072.0,51664.0,1481768.3
18-09-2018,0.0,0.0,63.0,190260.0,2403.0,235013.4,37773.0,906552.0,40239.0,1331825.4
15-09-2018,0.0,0.0,63.0,252182.7,2712.0,398935.2,46432.0,1114368.0,49207.0,1765485.9
13-09-2018,2.0,2000000.0,34.0,190162.0,2070.0,263925.0,36547.0,877128.0,38653.0,3331215.0
11-09-2018,2.0,13963471.4,80.0,354056.0,3712.0,569792.0,64780.0,1554720.0,68574.0,16442039.4
08-09-2018,0.0,0.0,69.0,411157.2,4100.0,649440.0,75744.0,1817856.0,79913.0,2878453.2
06-09-2018,0.0,0.0,77.0,293139.0,3468.0,362752.8,58173.0,1396152.0,61718.0,2052043.8
04-09-2018,0.0,0.0,69.0,278373.60000000003,3124.0,358322.8,54669.0,1312056.0,57862.0,1948752.4
01-09-2018,0.0,0.0,36.0,325490.39999999997,2653.0,678902.7000000001,53094.0,1274256.0,55783.0,2278649.1
30-08-2018,0.0,0.0,40.0,224832.0,2182.0,380540.8,40360.0,968640.0,42582.0,1574012.8
28-08-2018,0.0,0.0,53.0,213680.09999999998,2347.0,311916.3,40428.0,970272.0,42828.0,1495868.4
25-08-2018,0.0,0.0,67.0,260636.69999999998,2239.0,589080.9,40614.0,974736.0,42920.0,1824453.6
23-08-2018,0.0,0.0,35.0,177478.0,1467.0,395209.8,27905.0,669720.0,29407.0,1242407.8
21-08-2018,1.0,3471635.9,47.0,211594.0,2303.0,249414.9,42510.0,1020240.0,44861.0,4952884.8
18-08-2018,0.0,0.0,51.0,262476.60000000003,2658.0,396573.6,49106.0,1178544.0,51815.0,1837594.2
16-08-2018,0.0,0.0,14.0,157138.80000000002,1335.0,339357.0,25145.0,603480.0,26494.0,1099975.8
14-08-2018,2.0,4968087.4,64.0,256652.8,2686.0,417135.80000000005,46786.0,1122864.0,49538.0,6764740.0
11-08-2018,0.0,0.0,76.0,285258.4,3259.0,390428.2,55057.0,1321368.0,58392.0,1997054.6
09-08-2018,0.0,0.0,28.0,177772.0,1424.0,388182.4,28274.0,678576.0,29726.0,1244530.4
07-08-2018,0.0,0.0,37.0,183616.2,1786.0,324694.80000000005,32381.0,777144.0,34204.0,1285455.0
04-08-2018,1.0,12866144.1,76.0,380220.39999999997,4104.0,504381.60000000003,74050.0,1777200.0,78231.0,15527946.1
02-08-2018,0.0,0.0,64.0,295910.4,2601.0,556353.9,50801.0,1219224.0,53466.0,2071488.3
31-07-2018,0.0,0.0,57.0,292695.0,3087.0,359944.19999999995,58181.0,1396344.0,61325.0,2048983.2
28-07-2018,0.0,0.0,54.0,311239.8,2641.0,653119.3,50598.0,1214352.0,53293.0,2178711.1
26-07-2018,0.0,0.0,47.0,228880.6,2000.0,489600.0,36822.0,883728.0,38869.0,1602208.6
24-07-2018,0.0,0.0,24.0,215198.40000000002,1813.0,412820.1,36603.0,878472.0,38440.0,1506490.5
21-07-2018,0.0,0.0,49.0,263820.9,2398.0,493028.8,45421.0,1090104.0,47868.0,1846953.7
19-07-2018,0.0,0.0,28.0,177371.6,1485.0,351648.0,29693.0,712632.0,31206.0,1241651.6
17-07-2018,0.0,0.0,23.0,173988.1,1307.0,418370.7,26066.0,625584.0,27396.0,1217942.8
14-07-2018,1.0,2000000.0,37.0,248691.8,2139.0,465018.60000000003,42799.0,1027176.0,44976.0,3740886.4
12-07-2018,1.0,4637327.5,49.0,221631.90000000002,2446.0,273218.2,44025.0,1056600.0,46521.0,6188777.600000001
10-07-2018,0.0,0.0,45.0,206280.0,2084.0,342192.8,37314.0,895536.0,39443.0,1444008.8
07-07-2018,0.0,0.0,48.0,246662.40000000002,2420.0,440440.0,43319.0,1039656.0,45787.0,1726758.4
05-07-2018,0.0,0.0,50.0,168585.0,1977.0,211341.30000000002,33343.0,800232.0,35370.0,1180158.3
03-07-2018,1.0,2321917.5,36.0,186804.0,1483.0,416574.69999999995,29345.0,704280.0,30865.0,3629576.2
30-06-2018,0.0,0.0,45.0,235363.5,2308.0,408516.0,41824.0,1003776.0,44177.0,1647655.5
28-06-2018,1.0,2000000.0,29.0,182929.09999999998,1520.0,378632.0,29959.0,719016.0,31509.0,3280577.1
26-06-2018,0.0,0.0,27.0,174536.1,1780.0,278392.0,32035.0,768840.0,33842.0,1221768.1
23-06-2018,1.0,6426215.4,39.0,321796.80000000005,2799.0,643210.2000000001,53652.0,1287648.0,56491.0,8678870.4
21-06-2018,0.0,0.0,20.0,211562.0,1965.0,370402.5,37463.0,899112.0,39448.0,1481076.5
19-06-2018,0.0,0.0,33.0,199699.5,1802.0,381663.60000000003,34022.0,816528.0,35857.0,1397891.1
16-06-2018,0.0,0.0,44.0,252604.0,2396.0,423612.80000000005,45508.0,1092192.0,47948.0,1768408.8
14-06-2018,0.0,0.0,30.0,182748.0,1535.0,412301.00000000006,28513.0,684312.0,30078.0,1279361.0
12-06-2018,2.0,11246824.0,47.0,308785.3,2851.0,573906.3,53293.0,1279032.0,56193.0,13408547.600000001
09-06-2018,0.0,0.0,66.0,367224.0,3168.0,758736.0,60201.0,1444824.0,63435.0,2570784.0
07-06-2018,0.0,0.0,42.0,253297.8,2119.0,562806.4,39877.0,957048.0,42038.0,1773152.2
05-06-2018,0.0,0.0,42.0,245637.0,1840.0,601864.0,36332.0,871968.0,38214.0,1719469.0
02-06-2018,0.0,0.0,87.0,280148.7,3717.0,191053.8,62077.0,1489848.0,65881.0,1961050.5
31-05-2018,0.0,0.0,39.0,166576.8,1521.0,314847.0,28526.0,684624.0,30086.0,1166047.8
29-05-2018,0.0,0.0,16.0,188665.6,1632.0,373238.39999999997,31621.0,758904.0,33269.0,1320808.0
26-05-2018,0.0,0.0,50.0,234560.0,2447.0,330589.7,44872.0,1076928.0,47369.0,1642077.7
24-05-2018,1.0,8087608.4,76.0,267983.6,3424.0,205097.6,58450.0,1402800.0,61951.0,9963489.6
22-05-2018,0.0,0.0,82.0,254216.4,2975.0,364735.0,48362.0,1160688.0,51419.0,1779639.4
19-05-2018,0.0,0.0,70.0,298067.0,3699.0,342527.39999999997,60254.0,1446096.0,64023.0,2086690.4
17-05-2018,0.0,0.0,53.0,209434.8,3024.0,130636.8,46926.0,1126224.0,50003.0,1466295.6
15-05-2018,0.0,0.0,46.0,196691.4,2175.0,286665.0,37234.0,893616.0,39455.0,1376972.4
12-05-2018,0.0,0.0,51.0,244096.19999999998,2565.0,340375.49999999994,46846.0,1124304.0,49462.0,1708775.7
10-05-2018,2.0,11056284.8,74.0,320812.2,3651.0,437389.8,61988.0,1487712.0,65715.0,13302198.8
08-05-2018,0.0,0.0,55.0,307901.0,2633.0,584789.2999999999,52618.0,1262832.0,55306.0,2155522.3
05-05-2018,0.0,0.0,44.0,324882.8,2847.0,624916.5,55190.0,1324560.0,58081.0,2274359.3
03-05-2018,0.0,0.0,38.0,197056.6,1942.0,317322.8,36043.0,865032.0,38023.0,1379411.4
01-05-2018,0.0,0.0,44.0,199403.59999999998,2405.0,213564.0,40960.0,983040.0,43409.0,1396007.6
28-04-2018,0.0,0.0,32.0,281033.6,2563.0,523364.6,48458.0,1162992.0,51053.0,1967390.2
26-04-2018,0.0,0.0,27.0,197969.4,1737.0,387351.0,33355.0,800520.0,35119.0,1385840.4
24-04-2018,0.0,0.0,50.0,181195.0,1684.0,403654.8,28484.0,683616.0,30218.0,1268465.8
21-04-2018,2.0,2000000.0,50.0,246669.99999999997,2650.0,355100.0,46881.0,1125144.0,49583.0,3726914.0
19-04-2018,1.0,16504858.5,67.0,374791.3,4338.0,448115.39999999997,75025.0,1800600.0,79431.0,19128365.2
17-04-2018,0.0,0.0,70.0,358848.0,3555.0,509787.0,68479.0,1643496.0,72104.0,2512131.0
14-04-2018,0.0,0.0,57.0,436973.39999999997,3908.0,769485.2000000001,77187.0,1852488.0,81152.0,3058946.6
12-04-2018,0.0,0.0,63.0,307074.6,3112.0,430389.60000000003,58835.0,1412040.0,62010.0,2149504.2
10-04-2018,0.0,0.0,54.0,286426.8,2713.0,505431.9,50554.0,1213296.0,53321.0,2005154.7
07-04-2018,0.0,0.0,36.0,342010.8,2871.0,741866.3999999999,54601.0,1310424.0,57508.0,2394301.2
05-04-2018,0.0,0.0,44.0,229152.0,2406.0,342614.4,43018.0,1032432.0,45468.0,1604198.4
03-04-2018,0.0,0.0,29.0,167396.7,1981.0,145801.59999999998,35777.0,858648.0,37787.0,1171846.3
31-03-2018,0.0,0.0,48.0,294672.0,2522.0,636048.4,47173.0,1132152.0,49743.0,2062872.4
29-03-2018,0.0,0.0,37.0,203562.9,2061.0,342950.4,36605.0,878520.0,38703.0,1425033.3
27-03-2018,1.0,5001772.7,44.0,240482.0,2135.0,469913.5,40545.0,973080.0,42725.0,6685248.2
24-03-2018,0.0,0.0,40.0,282600.0,2548.0,531767.6,48494.0,1163856.0,51082.0,1978223.6
22-03-2018,0.0,0.0,39.0,201068.40000000002,1957.0,362436.39999999997,35172.0,844128.0,37168.0,1407632.8
20-03-2018,0.0,0.0,34.0,185272.8,1862.0,283582.60000000003,34506.0,828144.0,36402.0,1296999.4
17-03-2018,1.0,3750107.5,45.0,283756.5,2735.0,486009.49999999994,50693.0,1216632.0,53474.0,5736505.5
15-03-2018,0.0,0.0,28.0,204724.80000000002,1933.0,324937.3,37648.0,903552.0,39609.0,1433214.1
13-03-2018,0.0,0.0,33.0,193363.5,1688.0,345702.4,33940.0,814560.0,35661.0,1353625.9
10-03-2018,1.0,7117322.5,67.0,352647.8,3318.0,629756.4,61924.0,1486176.0,65310.0,9585902.7
08-03-2018,0.0,0.0,53.0,252619.19999999998,2098.0,555970.0,39992.0,959808.0,42143.0,1768397.2
06-03-2018,0.0,0.0,46.0,226807.6,2387.0,314367.89999999997,43604.0,1046496.0,46037.0,1587671.5
03-03-2018,0.0,0.0,35.0,272163.5,2719.0,452713.5,49188.0,1180512.0,51942.0,1905389.0
01-03-2018,0.0,0.0,30.0,189831.0,1497.0,394758.89999999997,31011.0,744264.0,32538.0,1328853.9
27-02-2018,1.0,2000000.0,29.0,192945.7,1907.0,305310.7,35517.0,852408.0,37454.0,3350664.4000000004
